user,item,name,count
ca2dbc84-6f9e-43b5-b140-c6f6dab433c2,3032-16 2372,trollveggen Thermal Pro Jacket (W),1
eb4be06d-594a-482f-878e-4c2ec88f5c40,2007-18 2335,lyngen Windstopper Jacket (M),3
0bb48abb-ea4d-4b2d-a590-10a71a202c0c,1842-17 7718,falketind flex1 Jacket (W),1
d3b09d56-e241-40b3-9b17-525dabdc53fe,4203-17 7718,skibotn flex1 Shorts (M),1
0ca13eef-7944-4f2a-8eaa-fe35bbe83c6b,3344-15 1011,falketind PrimaLoft100 Hood Jacket (M),2
5cf422b9-33d7-4630-b16d-b66f4fa6886a,3032-16 6755,trollveggen Thermal Pro Jacket (W),1
82eda2f5-b18f-481e-819b-867368da37ec,5252-15 7700,røldal wool Jacket (W),1
02fada40-56fa-4226-a39b-42ac5ecb6de1,2611-18 1225,bitihorn dri1 Jacket (M),2
ec9bb23f-3f40-4305-9add-a0863587b400,2704-16 2355,wool Zip Neck (M),1
ab094f3a-63e8-44dc-a8bd-0a897985c861,9608-18 7902," lofoten Goggles Spare Lens (M/W)",1
6b084ae0-5bf0-4bea-b05b-98746e0542ff,1851-17 7718,falketind PrimaLoft60 Jacket (Jr),1
af758d51-beb7-4ed3-9ae1-8831623cb0af,8630-14 2330,trollveggen warm2 Jacket (Jr),1
892667c8-9d2a-4f05-9bd2-65c175770992,1608-17 2345,trollveggen flex1 Pants (M),1
dea13501-7b35-491a-98d9-8d08106d99d6,5302-16 8915,tamok Gore-Tex Jacket (W),1
1a10f067-5e92-4bd2-836a-4b0c7d247ea7,4432-15 1005,bitihorn Powerstretch Zip-Hood (W),1
dc704c0e-fe07-4557-8d1e-1e9c935e0508,3433-17 2345," /29 warm2 stretch Zip Hoodie (W)",1
84769264-e484-4718-9405-12bbf811ccfd,1425-18 2366,røldal ACE Pants (M),1
1d1ab3b6-1593-4dea-b208-63384472eea9,3407-18 2730,/29 tech T-Shirt (W),2
ca4554e9-11e6-48e7-b255-50c8e99bfdaa,1832-17 7718,falketind Gore-Tex Pants (W),2
6361fddc-807b-42a0-9712-dfa5e474517b,2700-16 2309,wool One-Piece (M),2
adf3c36d-350f-42e0-8c87-02850840e398,2508-16 2345,super Hoodie (M),3
9115c395-a1b4-4d1d-b6b7-5d9e35e13f55,1062-17 8850,lofoten dri1 PrimaLoft170 short Gloves,1
6de84b85-252a-484f-959c-549cab866bc7,2616-18 7718,bitihorn lightweight Pants (M),1
b6592aa2-66bf-4889-abb5-afa98dbbdd0e,3432-16 1265,falketind Power Stretch Jacket (W),1
0973d5c7-f835-4062-92ce-3124161329b2,1879-17 1265,falketind down Vest (M),1
1f57eea5-3e40-4ef8-849e-94950f2da2ee,2051-18 1125,lyngen Windstopper hybrid Jacket (W),1
48add9d5-9062-438b-a486-5441e9d889f5,1204-18 3000,recon/tamok Co-Lab Gore-Tex Pro Jacket (M/W),2
0f91f609-0a9b-4db5-8561-9fe92490e3f5,2209-18 2295,fjørå Convertible Alpha60 Jacket (M),1
3a8aed4e-93fe-42f8-b1ed-2a2628e544ca,5338-16 9940,tamok warm/wool2 Zip Hood (W),2
107bb114-1910-4ef4-bc17-28f9ddb100a0,2502-16 6757,super Onepiece (W),1
13aefcdd-bbbe-4074-8235-6f86917f1cf4,5336-16 8800,tamok warm/wool2 Zip Hood (M),1
f4cc3f54-95d5-49a8-8854-6e5965b6c40b,2227-18 8825,fjørå equaliser lightweight T-Shirt (W),1
3f188f88-b05b-4967-a23e-64618ce52f11,4821-18 7718,oslo lightweight down850 Jacket (M),1
53db1741-f997-4c88-8d8f-2c363f0502d8,4811-18 2295,oslo Gore-Tex Coat (M),1
c96fea96-e7f6-4daa-9a25-621f1b041ada,5203-12 2320,røldal Gore-Tex Insulated Pants (W),4
6caf2e6c-26c9-45a3-831f-49e96236bcde,3201-18 3430,recon Gore-Tex Pro Pants (M/W),1
1c14c864-961e-4347-a740-33310b16c528,1262-13 4465,/29 wool Jacket (M),1
e09c4379-2fc3-4708-91d2-5f7fbd99fbce,2601-18 3663,bitihorn ultra light dri3 Jacket (M),1
5ff5ed9d-ce7b-4d4f-8519-7866a4372e1f,3034-16 2295,trollveggen warm/wool1 Zip Hoodie (M),1
742613c2-8d64-4cfc-a312-e2c0a979a493,5036-11 7792,lofoten warm2 HighLoft Jacket (W),4
21b40e0c-f9c1-4192-9d1b-87ff14210f9c,1297-16 1179,/29 lightweight flex1 Shorts (M),1
3ff5dd1b-1195-4d62-84c8-681420fd8188,4425-18 2295,unstad 6/5 Hooded Wetsuit (M),1
0d0d4cbb-13e0-47b7-9b52-80356f5abbe7,4155-10 8885,svalbard mid weight Pants (W),1
ff670991-99de-4f59-bd58-f64791a28513,3348-16 2305,falketind PrimaLoft100 Vest (M),1
4e77974c-eced-4901-a9d9-5a2f72fa2a9d,2606-19 7718,bitihorn Tights (M),1
45e5003a-ee6a-4d43-953e-3e6ecf11e0c1,2602-00 5590,bitihorn Powerdry Shirt (W),1
03b9ac3e-1db1-401c-9b4f-b4250f47d52b,2614-18 2335,bitihorn warm1 stretch Jacket (M),1
d414cda9-d13a-4a3d-a7fc-c7099d93ea97,2712-16 5630,wool Round Neck (M),1
ca64a0eb-a323-4ddc-98b7-c072ce23c801,4059-16 3515,svalbard heavy duty Pants (W),1
d81bec71-55c0-43b9-8276-dc4427bf605c,2601-00 1225,bitihorn Powerdry Shirt (M),1
e1c22377-1e51-49c3-aa00-23916aeac64d,4823-18 2295,oslo lightweight down850 Jacket (W),1
47016f72-4c62-4ad6-b2ab-97fbf124edf1,6034-14 3303,finnskogen warm2 Jacket (M/W),1
944dc53d-bbad-41a8-be4b-22b5c43768ba,5302-16 8915,tamok Gore-Tex Jacket (W),1
5e368a3e-2b26-40a1-bb6d-fa040ca6805a,6070-13 3430,finnskogen dri Gloves,1
d43f11ef-9d96-420c-bf02-97d3e6e9caad,1405-18 8915,røldal ACE Jacket (M),3
7aec80ea-14a2-469c-a374-108f0ab7ead2,2202-17 6725,fjørå super light weight Shorts (M),1
