user,item,count
fbe4996b-ed80-42fa-a3af-d3d092149501,3691-16 1265,1
e7189ca7-108d-4bbf-92d1-add020dc9541,2401-19 3897,1
943e13a6-8e38-4431-bde0-898fcbf9598b,1604-17 2355,1
c2604bd2-c739-4926-a3a9-0c0f97601030,5201-15 2335,1
ddb07137-9779-4d1a-b444-79903e378f06,1877-17 3897,1
4d8f71a5-63c9-4043-94f0-042039e6db1f,3692-16 7718,1
b7ee75f6-1bd8-4dd8-ab13-2a5f99db908d,3624-17 7718,1
248a817f-25dd-42be-adde-961d55b66cb4,1878-17 7718,1
8d89f9d2-f8ce-4727-b443-c91f3f233c44,2209-18 1125,1
60a28d76-6b8e-4755-a4c5-86a03a793e48,5610-15 2335,1
4846b37d-24cc-4cff-96fc-14ad20f3317b,3692-16 7718,1
a472863e-e142-418b-93ad-e022c300a21c,2704-16 2355,1
52780b48-c31e-4f75-b1e5-37d5bd4b9222,5250-12 2320,1
40a244ad-cb9c-4e7f-a82c-7c68179ad2b3,2510-16 2270,1
03fd0402-d0d7-4cae-a4d5-640349ae6b50,2417-19 3301,1
9ea77892-944c-45d7-b9f1-56a0134b88eb,1021-17 2330,1
45ac4f23-0a97-4099-b902-8714b4ef10e4,2601-18 3663,1
e3ece107-5373-4ab2-9841-1110aad34794,1015-17 2295,1
896958fe-c5fb-43c3-b6b6-37b38a35b3e1,1405-18 8915,1
9fb4b3c8-906f-4073-9dde-66ec7701ba82,1478-15 8895,1
1564a8ac-0d8d-4771-b012-547dce0c6fa2,4816-18 8900,1
35b9ba63-79d3-4eb2-b15d-88dc07091b66,1462-14 2295,1
04bf2004-7797-4778-a400-1e0324cf390b,2710-16 8895,1
1a18bc04-a55a-40cf-8181-3841c26a675d,1462-14 2295,1
dc2d35a9-d511-4a98-a6fe-6dcf445c4b54,5611-15 7718,1
86fe0f4b-ab92-4760-880d-bd968f1f74a5,3441-17 8890,1
2f374c38-1656-4467-a945-da36e81e0227,4019-13 7759,1
10c3451b-313e-4b67-8934-955e7c9effc0,4060-16 8822,1
18fb7ef0-a8de-462a-88ac-8f9f06100b8e,1202-18 3897,1
79f48a06-3cda-4776-95c5-54576b8a71eb,3691-16 7718,1
3f927729-7a7f-4029-88e8-c875593225fa,1016-17 2295,1
fc90cc74-5c57-4b71-ad3c-e6aac8ebdd47,3415-19 1125,1
395530eb-4bec-4d1d-bde2-58d45aa3c476,1204-18 3000,1
d2045e2c-ccb3-4395-96a2-10aa9303f7f0,4425-18 2295,1
b13bf1e8-f148-40e4-80d2-9b61b264566e,2034-18 7718,1
e359d5e3-26e7-4e12-bea0-81c6c0547b59,1804-17 1179,1
de76d0f2-d006-4f3b-b740-ffbcfe0a488a,1281-13 8822,1
9fffa076-2ccf-4b45-acd3-5d49b9597fae,1022-17 2330,1
ae630eb6-5533-44a5-8e91-fac2956419ea,1057-17 8900,1
fc1fffd3-53d2-4eda-a86b-72bba1781c88,2707-16 7718,1
685c6158-a298-4022-909e-791dc0161090,2001-18 2295,1
6f2d507b-5339-410d-83c6-5838d9f690af,2023-18 7718,1
9975593c-96d0-491a-b973-9ab712fad8b7,2503-16 7718,1
04f7b0bb-d8da-4a20-9482-bc340541474a,1057-17 6725,1
89d10e5c-c7d9-42b1-8825-f6c262864bcd,1405-18 8915,1
2dfa6955-a278-4fd4-960c-f325966d4b5c,2441-19 2295,1
e760e7fe-976b-44f5-9919-ab57a238c944,1806-17 3880,1
e0bfe303-8138-413a-a5f6-e64798902c4f,5313-13 3495,1
06968f8d-8398-4232-bd9b-2d18ee4619ca,2039-18 2295,1
cc379009-fbc5-476c-a254-01ad828beb14,1008-18 3300,1
d0b495ca-defd-4508-b5ee-066ffcce9043,1015-17 3886,1
bd946d1e-eb84-4cd2-81c0-f408bc727d7d,2005-18 2295,1
6128c43c-0334-40ff-80a4-f3dd2064ecbc,1064-17 2325,1
c0f914a8-5e4a-43f4-8544-38dfea4ee5ea,1804-17 1125,1
03202bee-6b2f-4e74-83de-774c4d95b3e1,2001-18 2335,1
f3ff8bdf-a03f-4a9e-96e1-27025f53cffb,5011-14 1235,1
260363a3-26b3-4c13-8426-3aafd00d3a27,3005-16 7718,1
026b84d5-cc7e-491c-a263-03fbaa1a5188,1008-17 2295,1
08cfb957-0737-4897-ac5b-b4a5afd5a94c,1601-17 8850,1
1e713d17-fdae-4902-80d7-e90f90e3210f,2417-19 3301,1
285af7fc-c264-4fd2-bf9b-492db48db93b,1200-15 3500,1
b9fb2247-0411-4aea-a5f5-c4c8537526e8,4812-18 2295,1
4643e677-9cdc-4bbd-89e4-442faab33fca,3616-18 4410,1
73dd822a-635e-4a16-a29d-113e638aad32,4816-18 8900,1
df5f5a04-d49d-4393-92bd-1b44a0611128,2605-18 2301,1
85107a00-8a04-461b-84aa-bbf600a6f7bd,5142-14 2270,1
381e53bf-632c-4cad-adf8-ca3e30c83e14,2638-18 3663,1
1ab1df9c-199f-46eb-9ff9-453c66eeb23c,1001-18 2295,1
72266fa7-3bb9-4c18-9841-8e305fa9d3b8,1022-17 7718,1
a0300aae-731e-4260-a51f-d6aac9675d27,2612-17 2301,1
340c71c3-de84-4724-8c07-06dfa6c5fe4b,2508-16 2345,1
96d421e5-b808-44c2-aa61-e0588a712cf8,3415-15 2325,1
586afd19-7bac-4ff8-ad79-565932e7e046,1041-17 2295,1
a826b396-7bee-411e-9def-f520204621b7,1001-18 5630,1
544099d5-7f75-4850-babb-cdfa8216c2a1,6063-14 3308,1
d38a37ff-5ac6-482c-b1bd-fea104459f86,2046-18 5635,1
3e36e7d4-126d-4174-862b-218651c046e6,2640-18 2301,1
df243045-d80f-4d12-bcd3-0e36aaecfef1,1407-18 2295,1
b4fc5d63-8ea8-4777-9470-0af50c3b6977,5303-16 9940,1
c53a4017-2939-441b-a61a-b2017e5b3ed1,2001-18 7718,1
eb717119-1cd0-493a-b101-9214adb16b87,9613-17 7900,1
edf7faa2-c980-40bf-84d0-60aaa3b3455a,4824-18 2295,1
307286da-daff-4099-b4d9-64bde11dbc1d,9613-17 7902,1
bfbbaaee-cbab-4a64-b6bf-f0179ee8d960,1811-17 3400,1
fbff8be2-a8cb-46d4-9676-28ecd2ec2382,5311-13 5610,1
d5123440-cf12-4437-ac49-f4cfaf373616,2211-18 3663,1
a137928d-39b8-499f-a43d-bfd3681b2c05,0049-03 3315,1
6574dd40-89eb-473e-bf4f-0ee685bbe6e2,3036-16 8802,1
35ffc32c-84a7-47c7-963a-3f2f18d79d0e,1841-17 1265,1
a8b0bce3-f19c-4b5a-b89e-e461a23cb518,2010-18 1179,1
bb081f45-47b7-4448-a9ce-8eeaa96a867e,5254-15 1005,1
e778b88a-d24c-4f0d-9256-daec60f207f6,1845-17 2372,1
80d3455f-48ae-42d2-a2fd-385cbc1c0cb4,3336-14 1255,1
56447c16-d5a0-4038-bc7b-479b83e59f0d,1054-17 1005,1
50416402-6c15-40ec-bf01-00549da6de69,5340-16 2355,1
7be67e4e-842c-4eb8-86a3-076180af55f3,4072-11 7718,1
dc31aa70-60a5-46d6-b5f9-dc2e6c743ece,5300-16 7718,1
06b774e7-38fb-4cbd-9d7c-166cf8cef56b,4824-18 2295,1
b344c4ee-6fbe-409d-abb9-6adfb2e95573,2047-18 2295,1
32cb0190-6eeb-4c09-a742-25275ed1f4c6,1063-17 8850,1
036fd93a-6314-4799-b314-bb76a15e04cb,1462-14 5635,1
19795e3e-1f7f-4107-9ed2-b72531b3ddc8,2224-18 7803,1
6deb8b0a-de74-4478-bae2-3f05f5865a56,3130-10 5590,1
ceeba762-e4fe-40d8-9afb-6fc8d417bca3,3202-18 3430,1
fdb4bf33-a4f8-4963-b2c7-dc181f56f2e4,2712-16 8896,1
c34afa77-8437-4232-b3e5-dfc79a6eb5d3,3005-16 7718,1
f571d26f-22bb-4e4e-865b-b1f7e90c4dcf,1202-18 3897,1
f426d658-70e4-403f-b8fc-206510b25ad3,4812-18 2295,1
51fbb9a9-b32e-42ac-9e11-834482fd30f5,4825-18 2366,1
5c68d230-a550-4c41-b1c3-25dbf5a32977,1462-14 5635,1
18b83fac-9ddb-46c3-a363-22b7fec3704c,3436-16 1255,1
99d7fc57-0693-4bb1-8e9e-2eefe5d7b382,8815-14 7718,1
52f6d303-a684-4741-abd5-07ce57095327,3210-15 6725,1
22a5c7ab-fa5b-47db-ab64-240b6ebc462d,5254-15 1005,1
a1c7d7e6-a532-40ee-9730-d11d554d536b,1462-14 2295,1
fc0671a5-c12b-4b51-a36f-dfcfaa1591db,1405-18 8915,1
b2becfdc-c6a7-427d-9c0e-056a545a3f43,0353-10 3871,1
9f130fd5-935b-46e1-bd5f-6826d885516d,1015-17 2295,1
afbf87a8-6f3e-4bcd-88e4-208d9a0a8808,2054-18 7718,1
b2164f0d-2d36-4335-8829-fad1f76e6c75,5302-16 3878,1
3d0e0e5e-051a-400f-8a7a-1441df3af38d,4059-16 8822,1
948eb72e-844d-4b47-88a3-dce1d6ebdb45,1056-17 6725,1
903ac6ce-7f47-4f79-ac74-1b3a9afe3159,4060-16 1270,1
e78b85c3-9681-4523-9ea4-ad21fc39a893,2211-18 1127,1
879d9506-de0f-44a9-b3e2-358c8f2fce12,3202-15 2360,1
5ff43972-f710-4669-be01-397db3f4a30f,5203-12 2320,1
a9074edf-246a-49ab-9566-22d0b97acf60,1003-99 6740,1
1d0a8c20-e1b8-481a-9968-c381ef675e69,1842-17 7718,1
3adbb7c7-a500-4710-821a-b52d9e9a215b,1875-17 2360,1
3780f9ab-4a8e-4939-ba92-ab6350bfa2b3,1608-17 7718,1
c4219348-beef-449c-8d6a-b771d41e0003,4824-18 2295,1
d2205536-62f4-4ec9-814b-7ea50646c948,9613-17 7900,1
b7bf66c8-4a6d-4422-8e8e-ca62ce3f2636,3001-16 7718,1
727ef1ac-b162-4e03-9f1e-8592af69201c,1850-17 8890,1
83bd7cd2-9e86-4184-b921-c78c11486e9e,1878-17 3875,1
ea47e914-ac14-491e-976d-67ddd2f56467,3413-18 2350,1
871a1a43-e7e9-4398-aaed-bb5634939caa,3348-16 2305,1
5b958664-acde-458a-bc3e-229010f827c9,4013-16 2345,1
01232e07-477c-46e7-ae4c-3cfd93f90499,1016-17 2325,1
21bdf984-d36d-4ec2-ade7-12caa6cd7065,1004-18 2308,1
98fa54b7-d4d4-443e-8399-452f2e7c207e,2046-18 2295,1
61ab222e-ba37-4669-993d-098aaccc83e6,2001-18 2335,1
3c5ece0a-525d-48ac-9f92-38f10590259a,1831-17 1265,1
c26f89bc-d73b-4fec-b4ed-60541c82bf0f,3336-14 7760,1
04a0b440-5ed6-40de-a5b6-d61aace7ddea,2616-18 2295,1
d6a6e90b-855d-44a6-8443-73b80f07eae1,4353-15 1210,1
4d7b53d8-e675-4612-8e08-76e6aa7fb29a,4019-13 7718,1
9609dd7b-6a06-4e10-85e5-e4ac12d429ae,3416-15 1265,1
d8317b92-0235-489b-a341-f569fb939443,1064-17 1280,1
42354d39-9da8-4992-9656-6acb325c8133,1054-17 2308,1
8cc39aaf-b989-429a-b5c2-5d15edecbc17,2211-18 2295,1
0fb29613-b1a0-4da4-951f-d34f5d343d8b,2647-18 7718,1
c9084b58-f8df-496c-b05d-6a3d8239f643,5336-13 3485,1
3b0ccf56-5ec7-4a24-b6ba-a08addc22433,1007-18 1125,1
0e406ebd-9ba5-4fc0-b9fb-93d8bfc4ecb4,3417-15 7718,1
d863919f-c628-40fb-90af-883404878d61,3211-15 3485,1
043d5c2b-8c72-4e1a-9025-cba1e435d375,4062-16 2295,1
9cd9e082-3cf7-4091-a6d2-f0ad4fff5a0b,4824-18 2295,1
e8eb7654-9e24-4901-8ee8-f16b4453016d,1015-17 5630,1
61dbc544-f8e2-44ab-ac5d-3b69f4263e9a,1852-17 1265,1
d473ef5e-f0de-4caa-97d3-6b817a472eac,1015-17 2295,1
055e842f-91e8-4219-9288-0b4b0b409dda,1606-17 8915,1
99985b4f-16ef-4fe4-b5c3-a181749666ad,2612-18 2301,1
d364043d-4266-4644-9197-ff1d5401a3a3,1843-17 1161,1
e04c5955-ca3b-41d7-a249-a37af7eb3805,3403-19 2350,1
cb2d7696-f3c8-40f3-ac3f-dd8fcd38b1dd,5030-14 1235,1
d8b4aeb8-c72b-4eb3-865b-efaee67c4df5,2642-18 9940,1
cf9267f3-67de-4e96-a9f4-9d623952d0d7,1851-17 2345,1
2027eacb-e3dc-466d-9760-ce9942f0d452,1407-18 7718,1
11723db3-8448-4fca-bf6b-413aa13531dc,3034-16 5650,1
21120b9f-42c8-473f-9ca5-7a472bdb3c21,9613-17 7902,1
b81e49d8-288d-4e27-ba82-3013d81c73bd,2002-18 7718,1
edafd534-29d9-44fb-813e-bf8abfbe747e,5030-14 1235,1
3272508d-f4cb-4c71-a5d1-96336b52753f,2224-18 2295,1
4df5ab7e-ca88-4eed-85be-1324fda7a587,3336-14 7760,1
2560f63a-7826-4ea6-bc33-f5f0c9118b9e,1403-18 4410,1
9ee996e8-74d2-40cc-8df4-febd2b8fbd23,1017-17 3400,1
4688cfd3-3a7e-4dfc-9c7a-8db00c7f0284,3321-14 3663,1
053b414c-307c-4b71-866f-558be0e85d04,4060-16 8822,1
f55c3a8a-7ab7-4133-b13c-833ac4ce7a92,5300-16 7718,1
210f2633-ce08-4f5c-9a2c-6fc78d032c22,1871-17 1125,1
f3f8d254-015b-46c0-b5d1-39ea3f97c1c9,3415-15 7718,1
26882667-2b44-4f62-bdfb-883c5e43d1a9,1017-17 2295,1
a8c4bdc0-2fb4-4ffb-8b91-4480b4812194,2049-18 7718,1
230451e4-5ed1-4080-b464-1f1fd87f81e2,9602-18 7718,1
963fe114-df12-41cd-8345-fbae7afda432,3004-16 2295,1
178a871b-18de-4115-a013-d8695027ee69,1015-17 2295,1
8159e1d3-e0dd-4683-925e-626af4ee4c0d,5338-16 9940,1
8d08920f-eb64-45b5-a4bf-a54730d73891,2046-18 1125,1
00e56599-6d67-4942-9185-bd6ecbbce45c,6062-14 3308,1
7c2b0d1b-a171-4d9b-a0a6-1b333eea924e,9613-17 7902,1
d35da641-f660-4b87-9eba-f3c37f4b332c,2034-18 7718,1
0bd1eff2-7024-46fd-937c-edd7f51cae6a,4404-18 2295,1
1519d57a-a54a-40c8-92eb-e5e1873e1196,2205-18 7718,1
be167c0d-5cbc-492f-bb8a-054279c45965,1005-18 2295,1
8bf6e7ca-f177-4aed-96d7-094add98914e,1001-18 2295,1
2f1b80b8-3aff-48c2-87e8-05a5b35d3bf2,1299-16 2730,1
83c2c9b7-c8c4-409b-934c-9e458ac03478,2635-18 2295,1
09d8f55f-5a19-44ec-91e3-17ccf7f7829a,2046-18 5635,1
5d216a0f-e89f-4cc7-887c-da6b45a6b946,4822-18 7718,1
52cf50b6-a5f6-4868-bd8a-21ed2d314a39,1821-17 6758,1
9fb30cee-78f4-49ed-a79f-f5c4ca002c58,5034-11 3460,1
658c3366-b545-43b6-8d85-0221a17bcf12,2638-18 2301,1
55c3044e-b4b2-427e-b912-3432d7ed1385,2508-16 3440,1
d32ecac4-140f-442f-ad97-cfa035907f53,1015-17 2330,1
8ec5c2ec-b971-4068-9887-fb0831a0dac6,3420-18 2295,1
a4c65c3c-801b-41ab-a968-8ed448f8be33,1053-17 7718,1
08c3a07a-cbc0-42a3-9f96-9f4b937501fe,1804-17 2335,1
613d85b5-ce69-44d4-bc3f-49723c71fc54,4816-18 8900,1
83a409b6-dbd4-4a82-9f71-b1de948ea26f,1831-17 2295,1
b432ad38-593e-4646-9a70-98f367ab3a49,9613-17 7902,1
7346c8a9-8f0b-43c3-8836-ad3c2c119982,5302-16 9940,1
02e4eb03-c34e-4ed8-be3f-3c5248bc0795,3410-18 7718,1
59d781f0-a3db-4f42-a8a7-a4d8bdf78d56,1479-13 5635,1
b563b87c-e903-436a-aa3c-69ad0644963e,2403-19 2295,1
899431bd-a349-406e-85ee-46491b87ea96,5005-14 2270,1
2962b755-7a6c-4aaa-917d-819e213c1205,2036-18 2295,1
205e6ab2-cf97-4292-a86e-45a8a5f049ff,2440-19 7718,1
797995e5-a166-4157-a5ea-04b378350160,8630-14 8915,1
dbf37123-6977-4128-90e8-eb337ecc59aa,2606-19 7718,1
a5ea264c-1b89-43d8-996a-2321225fca90,1001-16 5630,1
fb8c3caa-a595-496d-ba36-76ef93191291,2205-18 1179,1
77a382a5-f077-40ac-b379-fef7e822c453,3414-15 2345,1
c5fc4707-968e-4b96-aaba-20612aa144fc,1804-17 1125,1
300c9c25-3bd2-44df-b364-019b2573243b,1405-18 8915,1
139f8cb5-840e-41d6-9489-d8362533ef67,4312-15 1011,1
480fece7-e8ed-4214-967d-4befdb9a6499,1806-17 1179,1
dec07310-fb47-4d71-bb35-8b336f7f2cdf,2204-18 2335,1
abba648c-fb96-4b61-a721-a357b09b1630,2802-17 3303,1
d1711022-4f24-4169-bc17-28205708da96,1016-17 2295,1
f00733c9-30e3-4cfe-a656-01b767376cd3,1806-17 2345,1
70dd441b-d481-4394-88fa-5778aa3bf8ad,4023-13 7718,1
294d32ba-316f-47c8-91bc-3eb1588607b2,3202-15 7718,1
e388ced8-8095-449f-a0fa-48a2574fd341,2624-18 2335,1
4cc5b51c-5b56-43ce-b912-721ab5ef00ca,3032-16 2345,1
f0b40a7a-0557-4407-8296-b3e172ea8614,1054-17 2308,1
e1a2cb50-5136-4d5f-829e-4feda66e1ada,1852-17 1179,1
803f80da-9243-4aa6-a0d1-d9c6a59b7d73,1606-17 8915,1
ca451367-cd11-44d8-b01f-d382174e6632,1058-17 5635,1
5ad36d7a-eeb3-48e6-a249-6f68261c02f2,2040-18 5635,1
8159b802-6d13-4c8f-9e22-146cc5e0b163,1604-17 7718,1
120b912a-26ad-40fb-ab5a-bf42972ea8dd,1805-17 2295,1
dcd90543-a121-444e-b174-0c1c52c1f92f,1008-17 1125,1
27943343-4eaf-4e8e-b98b-387663cf2a1c,2010-18 2295,1
b06bfa4c-1b27-480f-a493-a33e22fecd5e,1842-17 7718,1
13fb5ad6-d022-4e5f-9826-e26d10f5a5ee,2006-18 2335,1
455c77d5-2d05-4826-b626-1d01c67e5c76,4013-16 2345,1
b172bdce-ebdb-416d-8807-4955be1a7697,9602-16 0000,1
516af250-0ce3-4792-9f99-02fd9ba48802,3423-18 1125,1
dd8700ed-f9b6-49c7-b20a-c79152f2cf89,1051-17 1280,1
4cf8fbda-2ca2-44a6-bdce-914c1de5e326,1882-17 2295,1
41466ebd-3f2b-4e1e-a9f9-230e64d34457,2209-18 2295,1
a957621c-f91a-479a-9d96-5ca26f8874e4,2005-18 2295,1
fd729687-fdb8-4f89-9d9a-9262d4358e5c,3030-16 2295,1
f68802e6-8aeb-49f7-9b11-528e97ad96a1,2611-18 1225,1
199f03c4-b70e-499c-b5a4-a81e2b8069fb,1204-18 3000,1
b58791e4-8f1a-47d7-96cb-2437cd7dad42,2001-18 2295,1
ceb40ad1-3749-4d00-96ea-a984104768f9,1419-18 7718,1
f1ebe60e-afc3-4783-9384-76654ce2a3c5,1494-15 4410,1
43cd5601-60de-4729-bbe7-0e39c05f3802,2626-18 7718,1
d7f57841-c012-46f6-9130-b4c01966732d,2051-18 1125,1
2f31cbbe-d1af-4e14-a9d6-0bbdd57e2ea1,4812-18 2301,1
6e2945de-5d30-40cd-9057-e367692a5998,3321-14 7718,1
cfe5578c-38a7-4a7d-9113-ca32fba538f3,1015-17 2295,1
f70ba3b2-09f0-48f3-a364-fd805481def1,3311-14 2305,1
ca5d24e6-dd5d-4e85-8644-c619d5e22b83,2208-18 7718,1
87f9692d-2824-4b47-8b07-1cd88a42c28d,1054-17 2308,1
332dc771-d640-4703-8579-e6aad584dac0,9613-17 7902,1
91845c40-98cf-4d3c-8cf4-d9adb1ec6240,2221-18 2301,1
5b8fcac6-8fe7-48be-9d5a-8e6f10524c10,1056-17 6725,1
5bc9c58c-8baa-4603-a1d1-e1da213d0b33,1056-17 8900,1
3cca29db-f807-41e0-a416-4ef174f2438f,5303-16 9940,1
26494d23-b777-4702-bd9c-0aaf44a37912,1404-18 7718,1
c812214b-1562-4478-9ec4-a2dde344ff58,2021-18 7718,1
a8dbd911-7fdb-45de-9f3c-9bd9d83adba9,2010-18 1179,1
edadb4ef-2dc9-46f0-b13b-9ea36c420570,3415-17 1011,1
a0331411-1e9b-47f7-8610-60c07c85252e,1058-17 5620,1
48f4475d-519e-4890-b22b-e8a63bc01344,1002-18 7718,1
fec8ce2b-ca6e-4029-88a1-eab00f11cc09,1052-17 8915,1
4e56030c-5aca-4f8b-9a0a-3315d7c81d21,1880-17 2295,1
8636a345-6adb-4244-a8f8-80fe77f20474,1831-17 6755,1
96fb662c-bf92-4582-b61a-e9225edcc653,1015-17 2295,1
d34ee768-0f26-4a2b-b499-fb499ea89ff2,1001-18 2295,1
0bfb339e-31e4-4166-abce-db3b5f1fd6a1,4818-18 2295,1
